run_id,seed,intervention_signature,role_name,checkpoint_id_previous,epoch_previous,checkpoint_id_current,epoch_current,previous_candidate,current_candidate,candidate_changed,top_k_overlap_count,top_k_overlap_fraction,previous_top_heads,current_top_heads,previous_leader_gap,current_leader_gap,previous_top_k_score_share,current_top_k_score_share,previous_candidate_rank_current,current_candidate_rank_previous
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_005,5,scheduled_epoch_006,6,block1_head0,block1_head0,False,3,1.0,"block1_head0,block2_head1,block2_head0","block1_head0,block2_head1,block2_head0",0.023828125000000033,0.019921875000000033,0.7648456057007126,0.7657763428235984,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_006,6,scheduled_epoch_007,7,block1_head0,block1_head0,False,3,1.0,"block1_head0,block2_head1,block2_head0","block1_head0,block2_head0,block2_head1",0.019921875000000033,0.030468750000000044,0.7657763428235984,0.7628376372810923,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_007,7,scheduled_epoch_008,8,block1_head0,block1_head0,False,3,1.0,"block1_head0,block2_head0,block2_head1","block1_head0,block2_head1,block2_head0",0.030468750000000044,0.03281249999999997,0.7628376372810923,0.767455621301775,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_008,8,scheduled_epoch_009,9,block1_head0,block1_head0,False,3,1.0,"block1_head0,block2_head1,block2_head0","block1_head0,block2_head1,block2_head0",0.03281249999999997,0.02226562500000001,0.767455621301775,0.7675912408759124,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_009,9,scheduled_epoch_010,10,block1_head0,block1_head0,False,3,1.0,"block1_head0,block2_head1,block2_head0","block1_head0,block2_head1,block2_head0",0.02226562500000001,0.026953124999999967,0.7675912408759124,0.7695961995249405,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_010,10,scheduled_epoch_011,11,block1_head0,block2_head1,True,3,1.0,"block1_head0,block2_head1,block2_head0","block2_head1,block1_head0,block2_head0",0.026953124999999967,0.02265624999999999,0.7695961995249405,0.7720781113378022,2,2
baseline_seed0_curriculum_off_d64_l2,0,none,routing,best_val_epoch_011,11,best_val_epoch_012,12,block2_head1,block2_head1,False,3,1.0,"block2_head1,block1_head0,block2_head0","block2_head1,block2_head0,block1_head0",0.02265624999999999,0.060546875,0.7720781113378022,0.8803813038130381,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_011,11,scheduled_epoch_012,12,block2_head1,block2_head1,False,3,1.0,"block2_head1,block1_head0,block2_head0","block2_head1,block2_head0,block1_head0",0.02265624999999999,0.060546875,0.7720781113378022,0.8803813038130381,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,best_val_epoch_012,12,best_val_epoch_013,13,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.060546875,0.05507812499999998,0.8803813038130381,0.8823529411764706,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_012,12,scheduled_epoch_013,13,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.060546875,0.05507812499999998,0.8803813038130381,0.8823529411764706,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_013,13,scheduled_epoch_014,14,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05507812499999998,0.05078125,0.8823529411764706,0.8826021180030257,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,best_val_epoch_013,13,final_epoch_150,150,block2_head1,block2_head0,True,2,0.6666666666666666,"block2_head1,block2_head0,block1_head0","block2_head0,block2_head1,block1_head1",0.05507812499999998,0.0,0.8823529411764706,0.8769117647058823,2,2
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_014,14,scheduled_epoch_015,15,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05078125,0.04999999999999993,0.8826021180030257,0.8826731176292713,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_015,15,scheduled_epoch_016,16,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.04999999999999993,0.05039062500000002,0.8826731176292713,0.8827085852478839,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_016,16,scheduled_epoch_017,17,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05039062500000002,0.05039062500000002,0.8827085852478839,0.8824418253248716,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_017,17,scheduled_epoch_018,18,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05039062500000002,0.05039062500000002,0.8824418253248716,0.8824418253248716,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_018,18,scheduled_epoch_019,19,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05039062500000002,0.05039062500000002,0.8824418253248716,0.8821930222020843,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_019,19,scheduled_epoch_020,20,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05039062500000002,0.05078125,0.8821930222020843,0.8822108124433706,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_020,20,scheduled_epoch_021,21,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05078125,0.05078125,0.8822108124433706,0.8824773413897282,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_021,21,scheduled_epoch_022,22,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.05078125,0.050000000000000044,0.8824773413897282,0.8823795862902009,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_022,22,scheduled_epoch_023,23,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.050000000000000044,0.049609374999999956,0.8823795862902009,0.8823973429951691,1,1
baseline_seed0_curriculum_off_d64_l2,0,none,routing,scheduled_epoch_023,23,scheduled_epoch_024,24,block2_head1,block2_head1,False,3,1.0,"block2_head1,block2_head0,block1_head0","block2_head1,block2_head0,block1_head0",0.049609374999999956,0.04921874999999998,0.8823973429951691,0.8824150943396227,1,1
